machine_id,date,location,operating_hours,fuel_consumed_liters,idle_time_minutes,avg_speed_kmh,engine_hours_total,fault_code
JD-016,2024-05-10,Pune,6.8,107.08,39.58,9.84,1239.38,NONE
JD-016,2024-05-11,Pune,10.39,142.35,39.16,14.0,1249.76,NONE
JD-016,2024-05-12,Pune,9.95,137.85,20.1,8.99,1259.72,NONE
JD-016,2024-05-13,Pune,7.4,111.49,30.52,18.77,1267.12,NONE
JD-016,2024-05-14,Pune,6.26,87.05,15.04,21.35,1273.38,NONE
JD-016,2024-05-15,Pune,11.92,162.06,14.11,8.4,1285.3,NONE
JD-016,2024-05-16,Pune,9.22,133.3,35.57,10.08,1294.52,NONE
JD-016,2024-05-17,Pune,10.11,149.37,22.73,15.91,1304.63,NONE
JD-016,2024-05-18,Pune,5.18,71.4,38.15,13.42,1309.81,NONE
JD-016,2024-05-19,Pune,10.72,153.95,19.11,16.62,1320.52,NONE
JD-016,2024-05-20,Pune,8.05,109.14,17.12,13.33,1328.57,NONE
JD-016,2024-05-21,Pune,4.58,56.38,25.3,11.11,1333.15,NONE
JD-016,2024-05-22,Pune,11.4,153.57,34.75,15.6,1344.56,NONE
JD-016,2024-05-23,Pune,9.63,125.04,39.83,15.6,1354.19,NONE
JD-016,2024-05-24,Pune,10.65,142.94,16.58,18.47,1364.84,NONE
JD-016,2024-05-25,Pune,4.06,56.4,19.14,17.55,1368.9,NONE
JD-016,2024-05-26,Pune,11.84,163.78,36.39,15.16,1380.74,NONE
JD-016,2024-05-27,Pune,7.97,125.82,38.39,20.72,1388.71,NONE
JD-016,2024-05-28,Pune,6.37,90.3,20.0,13.88,1395.08,NONE
JD-016,2024-05-29,Pune,7.87,121.09,38.56,13.29,1402.95,NONE
JD-016,2024-05-30,Pune,4.14,64.22,18.63,17.44,1407.09,NONE
JD-016,2024-05-31,Pune,4.2,56.97,41.05,7.01,1411.29,NONE
JD-016,2024-06-01,Pune,7.39,97.38,38.81,22.39,1418.68,NONE
JD-016,2024-06-02,Pune,5.9,72.18,31.13,11.73,1424.58,NONE
JD-016,2024-06-03,Pune,9.38,112.74,17.5,18.73,1433.96,NONE
JD-016,2024-06-04,Pune,5.7,88.26,15.43,9.31,1439.66,NONE
JD-016,2024-06-05,Pune,11.99,164.32,33.23,8.65,1451.65,NONE
JD-016,2024-06-06,Pune,8.88,132.62,22.5,21.58,1460.52,NONE
JD-016,2024-06-07,Pune,8.83,119.36,29.21,16.54,1469.35,NONE
JD-016,2024-06-08,Pune,5.32,72.3,23.3,13.02,1474.68,E003
JD-016,2024-06-09,Pune,10.09,140.38,39.79,10.87,1484.76,NONE
JD-016,2024-06-10,Pune,7.33,111.29,28.89,15.94,1492.09,NONE
JD-016,2024-06-11,Pune,4.43,60.03,21.29,24.99,1496.52,NONE
JD-016,2024-06-12,Pune,6.47,100.89,32.49,11.82,1502.98,NONE
JD-016,2024-06-13,Pune,8.35,128.7,38.21,8.21,1511.33,NONE
JD-016,2024-06-14,Pune,6.72,89.3,14.97,16.96,1518.05,NONE
JD-016,2024-06-15,Pune,10.84,146.22,34.25,17.55,1528.89,NONE
JD-016,2024-06-16,Pune,7.01,87.43,33.4,22.09,1535.89,NONE
JD-016,2024-06-17,Pune,9.49,113.5,19.78,6.39,1545.38,NONE
JD-016,2024-06-18,Pune,8.56,128.99,16.87,21.77,1553.94,NONE
JD-016,2024-06-19,Pune,8.44,124.84,40.64,6.67,1562.39,NONE
JD-016,2024-06-20,Pune,11.21,139.21,24.67,22.03,1573.6,NONE
JD-016,2024-06-21,Pune,11.25,157.66,30.22,19.16,1584.85,NONE
JD-016,2024-06-22,Pune,10.66,132.2,36.19,14.63,1595.51,E003
JD-016,2024-06-23,Pune,7.6,103.94,27.88,23.9,1603.11,NONE
JD-016,2024-06-24,Pune,8.39,133.24,18.79,19.48,1611.5,NONE
JD-016,2024-06-25,Pune,10.5,154.73,30.58,16.3,1622.0,E003
JD-016,2024-06-26,Pune,10.89,166.98,17.19,21.97,1632.88,E002
JD-016,2024-06-27,Pune,7.31,94.72,37.84,13.64,1640.2,NONE
JD-016,2024-06-28,Pune,10.47,136.01,13.92,14.91,1650.66,NONE
JD-017,2024-01-01,Aurangabad,7.55,57.55,25.67,20.63,98.96,NONE
JD-017,2024-01-02,Aurangabad,5.21,47.36,46.25,18.6,104.17,NONE
JD-017,2024-01-03,Aurangabad,10.49,80.56,24.5,22.89,114.66,NONE
JD-017,2024-01-04,Aurangabad,9.72,88.13,37.98,13.28,124.38,NONE
JD-017,2024-01-05,Aurangabad,4.36,41.14,38.46,14.46,128.74,E001
JD-017,2024-01-06,Aurangabad,11.2,92.65,25.92,22.46,139.94,NONE
JD-017,2024-01-07,Aurangabad,10.38,90.69,20.58,9.3,150.31,E003
JD-017,2024-01-08,Aurangabad,9.25,77.71,43.61,24.0,159.56,NONE
JD-017,2024-01-09,Aurangabad,10.45,87.55,42.05,12.03,170.01,E001
JD-017,2024-01-10,Aurangabad,5.34,39.94,28.9,23.07,175.34,E003
JD-017,2024-01-11,Aurangabad,5.91,46.91,47.96,5.5,181.26,NONE
JD-017,2024-01-12,Aurangabad,10.29,84.71,17.54,23.36,191.54,NONE
JD-017,2024-01-13,Aurangabad,5.12,45.22,25.26,6.3,196.66,NONE
JD-017,2024-01-14,Aurangabad,4.4,33.87,18.64,20.21,201.06,NONE
JD-017,2024-01-15,Aurangabad,7.88,65.37,29.97,23.58,208.94,NONE
JD-017,2024-01-16,Aurangabad,11.29,104.56,45.18,11.39,220.23,NONE
JD-017,2024-01-17,Aurangabad,7.05,63.43,36.67,14.63,227.28,NONE
JD-017,2024-01-18,Aurangabad,7.21,71.84,43.11,13.7,234.48,NONE
JD-017,2024-01-19,Aurangabad,9.82,79.53,19.58,12.05,244.3,NONE
JD-017,2024-01-20,Aurangabad,7.22,53.74,42.9,12.18,251.53,NONE
JD-017,2024-01-21,Aurangabad,8.64,65.6,22.03,22.79,260.17,E001
JD-017,2024-01-22,Aurangabad,8.87,87.6,48.91,12.44,269.04,NONE
JD-017,2024-01-23,Aurangabad,6.39,61.59,48.9,17.59,275.43,NONE
JD-017,2024-01-24,Aurangabad,10.36,97.78,27.91,16.49,285.79,E002
JD-017,2024-01-25,Aurangabad,10.66,98.03,17.01,11.73,296.45,NONE
JD-017,2024-01-26,Aurangabad,5.16,41.27,45.86,5.74,301.61,NONE
JD-017,2024-01-27,Aurangabad,5.76,47.24,36.45,15.68,307.37,NONE
JD-017,2024-01-28,Aurangabad,5.75,44.96,24.04,15.05,313.11,NONE
JD-017,2024-01-29,Aurangabad,6.17,60.89,31.45,6.18,319.28,NONE
JD-017,2024-01-30,Aurangabad,9.83,81.18,37.64,10.59,329.12,NONE
JD-017,2024-01-31,Aurangabad,8.57,80.62,46.6,10.22,337.68,NONE
JD-017,2024-02-01,Aurangabad,6.68,57.49,46.57,23.03,344.36,NONE
JD-017,2024-02-02,Aurangabad,4.72,36.53,32.48,7.13,349.08,NONE
JD-017,2024-02-03,Aurangabad,6.76,52.65,37.07,23.99,355.85,NONE
JD-017,2024-02-04,Aurangabad,11.97,100.29,35.86,22.13,367.82,NONE
JD-017,2024-02-05,Aurangabad,4.94,45.43,29.66,9.12,372.76,NONE
JD-017,2024-02-06,Aurangabad,7.22,54.85,39.01,10.05,379.98,NONE
JD-017,2024-02-07,Aurangabad,6.49,50.06,44.53,14.87,386.47,NONE
JD-017,2024-02-08,Aurangabad,8.58,76.19,29.71,8.85,395.05,NONE
JD-017,2024-02-09,Aurangabad,9.96,76.98,19.71,19.2,405.01,NONE
JD-017,2024-02-10,Aurangabad,5.67,46.48,31.82,13.99,410.68,NONE
JD-017,2024-02-11,Aurangabad,9.67,87.25,37.34,19.28,420.35,NONE
JD-017,2024-02-12,Aurangabad,6.34,52.24,30.61,11.15,426.69,NONE
JD-017,2024-02-13,Aurangabad,11.88,113.11,21.69,5.11,438.57,NONE
JD-017,2024-02-14,Aurangabad,4.34,34.88,20.05,15.67,442.91,NONE
JD-017,2024-02-15,Aurangabad,10.86,101.25,23.35,12.99,453.78,NONE
JD-017,2024-02-16,Aurangabad,8.06,76.69,43.7,23.19,461.84,NONE
JD-017,2024-02-17,Aurangabad,8.07,74.35,19.96,16.31,469.92,NONE
JD-017,2024-02-18,Aurangabad,5.99,51.05,37.01,10.14,475.9,NONE
JD-017,2024-02-19,Aurangabad,4.42,32.79,17.04,5.17,480.32,NONE
JD-017,2024-02-20,Aurangabad,4.88,39.17,23.53,24.74,485.21,NONE
JD-017,2024-02-21,Aurangabad,6.45,49.84,34.12,22.16,491.65,E002
JD-017,2024-02-22,Aurangabad,9.42,76.99,34.64,19.3,501.08,NONE
JD-017,2024-02-23,Aurangabad,9.82,89.76,44.73,22.4,510.9,NONE
JD-017,2024-02-24,Aurangabad,8.63,73.53,37.25,21.36,519.53,NONE
JD-017,2024-02-25,Aurangabad,4.05,40.4,22.28,14.4,523.58,NONE
JD-017,2024-02-26,Aurangabad,10.98,87.63,31.87,7.65,534.56,NONE
JD-017,2024-02-27,Aurangabad,7.16,56.27,28.18,12.47,541.72,NONE
JD-017,2024-02-28,Aurangabad,11.95,119.37,20.06,19.52,553.66,NONE
JD-017,2024-02-29,Aurangabad,4.41,33.0,19.75,24.31,558.08,NONE
JD-017,2024-03-01,Aurangabad,11.53,91.09,21.59,9.81,569.6,NONE
JD-017,2024-03-02,Aurangabad,8.12,72.17,23.55,20.13,577.73,NONE
JD-017,2024-03-03,Aurangabad,6.48,63.49,37.75,13.73,584.2,NONE
JD-017,2024-03-04,Aurangabad,10.32,98.36,25.79,11.79,594.52,NONE
JD-017,2024-03-05,Aurangabad,11.49,89.91,17.69,14.08,606.01,NONE
JD-017,2024-03-06,Aurangabad,10.41,97.96,46.32,15.66,616.42,NONE
JD-017,2024-03-07,Aurangabad,4.8,42.88,41.72,6.87,621.22,NONE
JD-017,2024-03-08,Aurangabad,5.38,39.97,35.69,22.73,626.6,NONE
JD-017,2024-03-09,Aurangabad,9.37,93.28,18.37,23.06,635.97,NONE
JD-017,2024-03-10,Aurangabad,10.51,86.38,48.08,10.76,646.48,NONE
JD-017,2024-03-11,Aurangabad,11.11,107.76,41.04,16.27,657.59,NONE
JD-017,2024-03-12,Aurangabad,4.96,43.57,27.96,20.84,662.55,NONE
JD-017,2024-03-13,Aurangabad,10.07,98.37,16.8,21.18,672.62,NONE
JD-017,2024-03-14,Aurangabad,11.51,108.83,20.56,6.63,684.13,NONE
JD-017,2024-03-15,Aurangabad,4.17,37.66,36.86,24.74,688.29,NONE
JD-017,2024-03-16,Aurangabad,7.18,59.36,36.69,21.51,695.48,NONE
JD-017,2024-03-17,Aurangabad,11.49,109.11,30.24,17.7,706.97,NONE
JD-017,2024-03-18,Aurangabad,10.85,94.15,23.39,8.39,717.82,NONE
JD-017,2024-03-19,Aurangabad,4.0,37.1,19.94,9.88,721.82,NONE
JD-017,2024-03-20,Aurangabad,6.38,56.55,29.3,18.49,728.21,NONE
JD-017,2024-03-21,Aurangabad,4.45,34.32,32.61,11.74,732.65,NONE
JD-017,2024-03-22,Aurangabad,6.37,48.2,45.54,18.84,739.02,NONE
JD-017,2024-03-23,Aurangabad,4.97,37.63,48.13,18.62,743.99,NONE
JD-017,2024-03-24,Aurangabad,7.34,67.73,41.0,20.6,751.33,NONE
JD-017,2024-03-25,Aurangabad,7.82,66.64,16.68,23.53,759.15,NONE
JD-017,2024-03-26,Aurangabad,8.83,69.96,46.32,23.3,767.98,NONE
JD-017,2024-03-27,Aurangabad,11.91,115.3,48.87,9.89,779.89,E002
JD-017,2024-03-28,Aurangabad,10.74,102.49,23.85,6.97,790.63,NONE
JD-017,2024-03-29,Aurangabad,11.84,96.68,44.73,5.08,802.47,NONE
JD-017,2024-03-30,Aurangabad,4.17,35.9,24.11,18.8,806.64,NONE
JD-017,2024-03-31,Aurangabad,8.52,64.77,21.62,12.76,815.16,NONE
JD-017,2024-04-01,Aurangabad,5.48,51.91,29.89,6.87,820.64,NONE
JD-017,2024-04-02,Aurangabad,7.87,60.11,20.52,9.79,828.52,NONE
JD-017,2024-04-03,Aurangabad,10.88,106.7,43.28,11.68,839.4,NONE
JD-017,2024-04-04,Aurangabad,6.18,54.57,39.87,24.87,845.58,NONE
JD-017,2024-04-05,Aurangabad,5.05,38.02,38.97,21.64,850.63,NONE
JD-017,2024-04-06,Aurangabad,10.77,98.74,47.45,15.22,861.4,NONE
JD-017,2024-04-07,Aurangabad,11.31,112.23,43.96,11.2,872.71,NONE
JD-017,2024-04-08,Aurangabad,5.57,49.17,31.1,22.56,878.28,NONE
JD-017,2024-04-09,Aurangabad,4.8,38.73,40.85,6.9,883.08,NONE
JD-017,2024-04-10,Aurangabad,6.57,55.2,36.63,8.16,889.64,NONE
JD-017,2024-04-11,Aurangabad,10.88,93.22,46.24,14.36,900.53,NONE
JD-017,2024-04-12,Aurangabad,6.2,48.16,16.44,15.64,906.73,NONE
JD-017,2024-04-13,Aurangabad,4.86,40.89,35.54,10.51,911.59,NONE
JD-017,2024-04-14,Aurangabad,5.4,50.88,47.21,7.01,916.99,NONE
JD-017,2024-04-15,Aurangabad,5.24,51.94,17.55,24.55,922.23,NONE
JD-017,2024-04-16,Aurangabad,4.04,39.07,26.34,23.77,926.27,NONE
JD-017,2024-04-17,Aurangabad,6.54,59.5,18.93,9.85,932.81,NONE
JD-017,2024-04-18,Aurangabad,10.19,89.43,46.6,13.58,943.0,NONE
JD-017,2024-04-19,Aurangabad,10.96,93.9,48.27,24.2,953.95,NONE
JD-017,2024-04-20,Aurangabad,6.63,64.4,43.97,9.21,960.59,NONE
JD-017,2024-04-21,Aurangabad,8.99,68.23,43.62,8.49,969.58,NONE
JD-017,2024-04-22,Aurangabad,4.57,38.55,35.14,22.1,974.15,NONE
JD-017,2024-04-23,Aurangabad,11.79,100.76,18.29,19.98,985.94,NONE
JD-017,2024-04-24,Aurangabad,8.52,72.99,26.41,15.05,994.46,NONE
JD-017,2024-04-25,Aurangabad,6.71,62.88,34.06,22.54,1001.17,NONE
JD-017,2024-04-26,Aurangabad,8.35,66.94,44.09,16.14,1009.52,NONE
JD-017,2024-04-27,Aurangabad,5.65,51.03,27.99,21.89,1015.18,NONE
JD-017,2024-04-28,Aurangabad,7.63,70.87,19.43,12.92,1022.8,NONE
JD-017,2024-04-29,Aurangabad,11.87,112.81,21.53,10.56,1034.67,NONE
JD-017,2024-04-30,Aurangabad,6.64,60.37,41.02,19.99,1041.31,E001
JD-017,2024-05-01,Aurangabad,8.08,76.86,30.58,7.48,1049.39,E002
JD-017,2024-05-02,Aurangabad,8.52,84.15,42.19,16.57,1057.9,NONE
JD-017,2024-05-03,Aurangabad,9.17,90.14,30.29,11.63,1067.08,E003
JD-017,2024-05-04,Aurangabad,11.82,114.05,26.86,14.28,1078.89,NONE
JD-017,2024-05-05,Aurangabad,7.32,57.0,47.57,13.09,1086.21,NONE
JD-017,2024-05-06,Aurangabad,11.0,86.82,34.19,5.48,1097.22,NONE
JD-017,2024-05-07,Aurangabad,10.11,90.14,36.73,6.03,1107.33,NONE
JD-017,2024-05-08,Aurangabad,5.69,43.18,25.74,17.55,1113.02,NONE
JD-017,2024-05-09,Aurangabad,8.53,76.72,34.24,10.46,1121.55,NONE
JD-017,2024-05-10,Aurangabad,5.96,46.18,44.02,17.33,1127.5,NONE
JD-017,2024-05-11,Aurangabad,5.49,43.16,44.8,19.85,1133.0,NONE
JD-017,2024-05-12,Aurangabad,9.28,78.45,24.86,24.59,1142.27,E002
JD-017,2024-05-13,Aurangabad,10.38,84.93,43.97,20.18,1152.65,NONE
JD-017,2024-05-14,Aurangabad,6.38,54.26,22.38,7.22,1159.03,NONE
JD-017,2024-05-15,Aurangabad,9.78,79.18,43.08,24.91,1168.81,E001
JD-017,2024-05-16,Aurangabad,4.61,39.82,42.49,20.78,1173.42,NONE
JD-017,2024-05-17,Aurangabad,10.08,83.74,31.13,16.9,1183.5,NONE
JD-017,2024-05-18,Aurangabad,11.79,97.3,46.44,10.39,1195.29,NONE
JD-017,2024-05-19,Aurangabad,11.91,108.95,31.44,17.27,1207.21,NONE
JD-017,2024-05-20,Aurangabad,6.18,50.13,20.02,7.28,1213.39,NONE
JD-017,2024-05-21,Aurangabad,6.78,63.66,36.15,7.05,1220.17,NONE
JD-017,2024-05-22,Aurangabad,10.82,97.0,47.67,18.4,1230.99,NONE
JD-017,2024-05-23,Aurangabad,5.4,46.63,37.48,5.57,1236.39,NONE
JD-017,2024-05-24,Aurangabad,4.12,31.86,24.53,13.59,1240.51,NONE
JD-017,2024-05-25,Aurangabad,7.9,61.27,38.29,16.92,1248.41,NONE
JD-017,2024-05-26,Aurangabad,6.36,47.24,18.85,12.83,1254.76,NONE
JD-017,2024-05-27,Aurangabad,5.23,43.84,36.81,15.94,1259.99,NONE
JD-017,2024-05-28,Aurangabad,5.85,48.51,36.35,22.22,1265.84,NONE
JD-017,2024-05-29,Aurangabad,10.03,88.64,28.14,12.3,1275.87,NONE
JD-017,2024-05-30,Aurangabad,11.04,82.75,48.55,18.29,1286.9,NONE
JD-017,2024-05-31,Aurangabad,9.45,70.83,36.07,14.7,1296.35,NONE
JD-017,2024-06-01,Aurangabad,4.85,39.36,45.37,16.0,1301.2,E002
JD-017,2024-06-02,Aurangabad,7.31,55.43,39.62,19.06,1308.51,NONE
JD-017,2024-06-03,Aurangabad,8.91,77.79,30.47,16.87,1317.42,NONE
JD-017,2024-06-04,Aurangabad,5.87,57.81,35.53,11.22,1323.29,NONE
JD-017,2024-06-05,Aurangabad,7.6,72.17,21.59,10.86,1330.88,NONE
JD-017,2024-06-06,Aurangabad,9.44,77.56,42.18,7.61,1340.32,NONE
JD-017,2024-06-07,Aurangabad,10.1,76.52,16.73,22.96,1350.42,NONE
JD-017,2024-06-08,Aurangabad,8.65,71.93,23.91,17.34,1359.07,NONE
JD-017,2024-06-09,Aurangabad,8.07,80.6,48.4,17.7,1367.14,NONE
JD-017,2024-06-10,Aurangabad,7.54,65.46,38.59,7.03,1374.69,NONE
JD-017,2024-06-11,Aurangabad,6.63,50.32,18.71,8.92,1381.31,NONE
JD-017,2024-06-12,Aurangabad,7.88,74.45,32.16,11.71,1389.2,NONE
JD-017,2024-06-13,Aurangabad,4.66,41.15,25.17,17.3,1393.85,NONE
JD-017,2024-06-14,Aurangabad,11.82,90.84,23.24,14.46,1405.67,NONE
JD-017,2024-06-15,Aurangabad,11.75,110.57,45.63,11.67,1417.42,NONE
JD-017,2024-06-16,Aurangabad,11.94,91.49,18.04,22.11,1429.36,NONE
JD-017,2024-06-17,Aurangabad,11.42,87.15,20.02,5.66,1440.78,NONE
JD-017,2024-06-18,Aurangabad,4.84,38.41,47.97,18.36,1445.61,NONE
JD-017,2024-06-19,Aurangabad,10.23,96.38,33.78,20.95,1455.84,NONE
JD-017,2024-06-20,Aurangabad,8.77,72.04,34.63,15.67,1464.61,NONE
JD-017,2024-06-21,Aurangabad,10.59,105.44,29.73,20.27,1475.19,NONE
JD-017,2024-06-22,Aurangabad,4.8,45.22,28.44,5.79,1479.99,NONE
JD-017,2024-06-23,Aurangabad,6.91,62.09,20.21,23.48,1486.9,NONE
JD-017,2024-06-24,Aurangabad,4.62,45.4,39.39,11.59,1491.52,NONE
JD-017,2024-06-25,Aurangabad,7.13,66.49,35.94,18.43,1498.65,NONE
JD-017,2024-06-26,Aurangabad,7.11,61.67,48.62,9.28,1505.76,NONE
JD-017,2024-06-27,Aurangabad,7.34,59.9,41.28,20.28,1513.1,NONE
JD-017,2024-06-28,Aurangabad,6.34,48.24,16.69,13.55,1519.44,NONE
JD-018,2024-01-01,Nagpur,6.05,73.51,39.3,16.98,126.52,NONE
JD-018,2024-01-02,Nagpur,4.77,49.99,57.27,16.79,131.29,E001
JD-018,2024-01-03,Nagpur,6.76,76.22,55.93,10.48,138.04,NONE
JD-018,2024-01-04,Nagpur,8.04,99.45,26.66,19.39,146.08,NONE
JD-018,2024-01-05,Nagpur,8.92,102.16,33.75,11.28,155.0,NONE
JD-018,2024-01-06,Nagpur,9.47,94.21,36.47,8.76,164.47,NONE
JD-018,2024-01-07,Nagpur,4.07,50.45,36.94,24.39,168.54,NONE
JD-018,2024-01-08,Nagpur,5.12,57.15,27.79,20.8,173.66,NONE
JD-018,2024-01-09,Nagpur,10.27,98.68,55.99,8.89,183.93,NONE
JD-018,2024-01-10,Nagpur,8.9,110.91,54.81,24.13,192.84,NONE
JD-018,2024-01-11,Nagpur,6.74,64.62,27.29,15.01,199.58,NONE
JD-018,2024-01-12,Nagpur,10.35,100.68,45.99,11.47,209.92,E003
JD-018,2024-01-13,Nagpur,6.73,76.72,38.34,21.24,216.65,NONE
JD-018,2024-01-14,Nagpur,5.25,62.01,22.37,8.88,221.9,E001
JD-018,2024-01-15,Nagpur,9.25,111.27,29.85,11.54,231.15,NONE
JD-018,2024-01-16,Nagpur,8.3,82.4,51.99,20.47,239.45,E001
JD-018,2024-01-17,Nagpur,5.16,55.52,50.55,11.75,244.61,NONE
JD-018,2024-01-18,Nagpur,9.06,85.26,43.96,8.05,253.67,NONE
JD-018,2024-01-19,Nagpur,10.64,110.71,30.99,21.82,264.32,NONE
JD-018,2024-01-20,Nagpur,4.4,46.37,34.5,10.7,268.72,NONE
JD-018,2024-01-21,Nagpur,11.29,132.04,22.36,19.29,280.01,NONE
JD-018,2024-01-22,Nagpur,8.22,100.1,32.23,16.48,288.23,NONE
JD-018,2024-01-23,Nagpur,8.01,86.77,37.91,9.11,296.24,NONE
JD-018,2024-01-24,Nagpur,10.05,107.63,57.83,10.22,306.28,NONE
JD-018,2024-01-25,Nagpur,9.46,116.48,46.13,22.43,315.74,NONE
JD-018,2024-01-26,Nagpur,10.62,110.62,43.62,8.13,326.36,NONE
JD-018,2024-01-27,Nagpur,8.28,82.78,49.32,15.56,334.65,NONE
JD-018,2024-01-28,Nagpur,7.29,73.76,59.43,6.43,341.94,NONE
JD-018,2024-01-29,Nagpur,4.35,43.27,58.33,24.58,346.29,NONE
JD-018,2024-01-30,Nagpur,9.24,111.91,28.31,24.44,355.53,NONE
JD-018,2024-01-31,Nagpur,5.14,49.22,24.28,16.46,360.67,NONE
JD-018,2024-02-01,Nagpur,10.25,106.96,58.6,13.69,370.92,NONE
JD-018,2024-02-02,Nagpur,5.2,56.0,46.75,21.64,376.12,NONE
JD-018,2024-02-03,Nagpur,7.67,85.73,30.43,17.92,383.79,NONE
JD-018,2024-02-04,Nagpur,11.89,111.76,54.98,16.25,395.68,NONE
JD-018,2024-02-05,Nagpur,6.02,74.34,38.99,11.63,401.69,NONE
JD-018,2024-02-06,Nagpur,5.45,54.73,52.85,17.29,407.15,NONE
JD-018,2024-02-07,Nagpur,11.31,113.04,24.63,5.12,418.45,NONE
JD-018,2024-02-08,Nagpur,8.06,100.77,47.38,11.17,426.52,NONE
JD-018,2024-02-09,Nagpur,11.01,129.88,20.44,21.34,437.53,NONE
JD-018,2024-02-10,Nagpur,6.4,62.31,28.8,14.37,443.93,NONE
JD-018,2024-02-11,Nagpur,7.4,75.35,26.65,20.24,451.33,NONE
JD-018,2024-02-12,Nagpur,11.92,140.41,31.56,9.9,463.25,NONE
JD-018,2024-02-13,Nagpur,5.74,55.62,41.69,17.11,469.0,E002
JD-018,2024-02-14,Nagpur,9.64,110.52,31.42,11.61,478.64,NONE
JD-018,2024-02-15,Nagpur,9.45,98.13,28.26,12.49,488.09,NONE
JD-018,2024-02-16,Nagpur,6.18,58.86,52.74,22.06,494.27,NONE
JD-018,2024-02-17,Nagpur,5.76,54.43,49.12,9.23,500.03,NONE
JD-018,2024-02-18,Nagpur,7.15,67.55,28.8,20.86,507.17,NONE
JD-018,2024-02-19,Nagpur,10.44,103.49,33.15,7.68,517.61,NONE
JD-018,2024-02-20,Nagpur,4.59,57.31,45.82,15.84,522.2,NONE
JD-018,2024-02-21,Nagpur,10.12,121.3,51.81,5.33,532.33,NONE
JD-018,2024-02-22,Nagpur,5.49,62.51,34.73,24.65,537.82,NONE
JD-018,2024-02-23,Nagpur,9.32,115.25,27.81,22.28,547.14,NONE
JD-018,2024-02-24,Nagpur,6.57,81.93,26.08,15.33,553.72,NONE
JD-018,2024-02-25,Nagpur,10.34,110.18,38.39,24.73,564.06,NONE
JD-018,2024-02-26,Nagpur,7.4,83.0,21.99,21.84,571.46,NONE
JD-018,2024-02-27,Nagpur,9.19,96.99,20.47,16.83,580.65,NONE
JD-018,2024-02-28,Nagpur,4.1,37.92,44.26,8.78,584.75,NONE
JD-018,2024-02-29,Nagpur,5.54,62.95,21.96,11.27,590.28,NONE
JD-018,2024-03-01,Nagpur,5.2,57.85,46.07,19.42,595.48,NONE
JD-018,2024-03-02,Nagpur,6.04,57.59,22.95,13.52,601.52,NONE
JD-018,2024-03-03,Nagpur,11.57,115.11,30.01,7.02,613.09,NONE
JD-018,2024-03-04,Nagpur,8.84,101.35,45.32,22.22,621.93,NONE
JD-018,2024-03-05,Nagpur,7.89,76.39,31.3,18.25,629.82,NONE
JD-018,2024-03-06,Nagpur,8.9,97.72,46.91,17.75,638.73,NONE
JD-018,2024-03-07,Nagpur,11.05,123.25,50.7,9.97,649.78,NONE
JD-018,2024-03-08,Nagpur,9.43,114.84,35.12,20.58,659.2,NONE
JD-018,2024-03-09,Nagpur,9.8,92.45,42.88,7.6,669.0,NONE
JD-018,2024-03-10,Nagpur,11.74,139.55,24.18,7.44,680.74,NONE
JD-018,2024-03-11,Nagpur,8.76,90.77,21.21,15.83,689.5,NONE
JD-018,2024-03-12,Nagpur,7.1,67.98,51.62,23.3,696.6,NONE
JD-018,2024-03-13,Nagpur,10.05,119.87,28.41,10.27,706.65,NONE
JD-018,2024-03-14,Nagpur,5.67,66.53,57.41,19.34,712.32,E002
JD-018,2024-03-15,Nagpur,11.05,125.16,35.2,13.52,723.37,NONE
JD-018,2024-03-16,Nagpur,4.6,43.01,47.4,13.77,727.97,NONE
JD-018,2024-03-17,Nagpur,8.42,93.1,30.82,14.52,736.39,NONE
JD-018,2024-03-18,Nagpur,7.77,81.61,52.37,14.02,744.16,NONE
JD-018,2024-03-19,Nagpur,8.83,107.38,54.17,22.81,752.99,NONE
JD-018,2024-03-20,Nagpur,6.16,57.63,30.18,10.57,759.15,NONE
JD-018,2024-03-21,Nagpur,11.27,128.07,23.07,7.71,770.42,NONE
JD-018,2024-03-22,Nagpur,5.25,59.26,48.99,22.19,775.67,NONE
JD-018,2024-03-23,Nagpur,11.53,114.09,32.11,9.81,787.19,NONE
JD-018,2024-03-24,Nagpur,6.87,83.99,42.63,19.76,794.06,NONE
JD-018,2024-03-25,Nagpur,7.92,73.95,22.37,15.76,801.98,NONE
JD-018,2024-03-26,Nagpur,9.75,96.96,48.45,21.21,811.73,NONE
JD-018,2024-03-27,Nagpur,7.3,85.18,35.85,18.57,819.03,NONE
JD-018,2024-03-28,Nagpur,10.11,126.17,33.52,13.22,829.14,NONE
JD-018,2024-03-29,Nagpur,5.32,52.76,47.32,23.34,834.47,NONE
JD-018,2024-03-30,Nagpur,7.16,70.34,31.13,14.1,841.62,NONE
JD-018,2024-03-31,Nagpur,6.33,63.27,49.01,5.16,847.95,NONE
JD-018,2024-04-01,Nagpur,8.31,98.36,30.38,17.07,856.26,NONE
JD-018,2024-04-02,Nagpur,9.35,106.4,37.5,11.93,865.61,NONE
JD-018,2024-04-03,Nagpur,10.69,125.21,32.56,7.06,876.3,NONE
JD-018,2024-04-04,Nagpur,4.57,43.68,42.94,6.03,880.87,NONE
JD-018,2024-04-05,Nagpur,6.7,78.32,31.5,20.27,887.57,NONE
JD-018,2024-04-06,Nagpur,9.96,100.07,48.72,19.96,897.53,NONE
